,values
6.010106461,0.0
6.110106461,0.0
6.210106461,0.0
6.310106461,0.0
6.410106461,0.0
6.510106461000001,0.0
6.610106461000001,0.0
6.7101064610000005,0.0
6.810106461000001,0.0
6.910106461000001,11.064151190099606
7.010106461000001,10.354966883992414
7.110106461000001,3.3727950483478466
7.2101064610000005,0.0
7.310106461000001,0.0
7.410106461000001,3.4838043376022663
7.510106461000001,4.954740867639021
7.610106461000001,0.0
7.7101064610000005,0.0
7.810106461000001,0.0
7.910106461000001,0.0
8.010106461000001,0.0
8.110106461,0.0
8.210106461,0.0
8.303031567,0.0
8.336364900333333,0.0
8.369698233666666,0.0
8.403031567000001,0.0
8.436364900333334,0.0
8.469698233666668,0.0
8.503031567,0.0
8.536364900333334,0.0
8.569698233666667,0.0
8.603031567,0.0
8.636364900333335,0.0
8.669698233666669,0.0
8.703031567000002,0.0
8.736364900333335,0.0
8.769698233666668,0.0
8.803031567000001,0.0
8.836364900333335,0.0
8.869698233666668,0.0
8.903031567000001,0.0
8.936364900333334,0.0
8.969698233666668,0.0
9.003031567,0.0
9.036364900333334,0.0
9.069698233666667,0.0
9.103031567,0.0
9.136364900333335,0.0
9.169698233666669,0.0
9.203031567000002,0.0
9.236364900333335,4.113409454095504
9.269698233666668,3.530858972496883
9.303031567000001,0.0
9.336364900333335,0.0
9.369698233666668,7.448687379814307
9.403031567000001,7.4427384860026935
9.436364900333334,3.039201958035357
9.469698233666668,0.0
9.503031567,0.0
9.536364900333334,0.0
9.569698233666667,0.0
9.600731592,0.0
9.700731592000002,0.0
9.800731592000002,6.53289326591589
9.900731592000001,10.046604345497634
10.000731592000001,0.0
10.100731592,0.0
10.200731592000002,4.13228665958743
10.300731592000002,4.586816751457637
10.400731592000001,0.0
10.500731592000001,0.0
10.600731592,0.0
10.700731592000002,0.0
10.800731592000002,0.0
10.900731592000001,0.0
11.000731592000001,0.0
11.100731592,0.0
11.200731592000002,0.0
11.300731592000002,0.0
11.400731592000001,0.0
11.500731592000001,0.0
11.600731592,0.0
11.700731592000002,0.0
11.800731592000002,0.0
11.900731592000001,0.0
12.000731592000001,0.0
12.100731592,0.0
12.200731592000002,5.096409288974102
12.300731592000002,0.0
12.400731592000001,0.0
12.500731592000001,0.0
12.600731592,0.0
12.700731592000002,0.0
12.800731592000002,0.0
12.900731592000001,0.0
13.000731592000001,8.63005605902639
13.100731592,11.267643889050877
13.200731592000002,2.6745038866973783
13.300731592000002,0.0
13.400731592000001,0.0
13.500731592000001,0.0
13.600731592,0.0
13.700731592000002,0.0
13.800731592000002,0.0
13.900731592000001,0.0
14.000731592000001,0.0
14.100731592,0.0
14.200731592000002,2.6711955900038293
14.300731592000002,0.0
14.400731592000001,0.0
14.500731592000001,0.0
14.600731592,0.0
14.700731592000002,0.0
14.800731592000002,0.0
14.900731592000001,0.0
15.000731592000001,0.0
15.100731592,0.0
15.200731592000002,0.0
15.300731592000002,7.861623212651667
15.400731592000001,3.4285547894459016
15.500731592000001,0.0
15.600731592,0.0
15.700731592000002,0.0
15.800731592000002,0.0
15.900731592000001,0.0
16.000731592,0.0
16.100731592000002,0.0
16.200731592,0.0
16.300731592,0.0
16.400731592000003,0.0
16.500731592,0.0
16.600731592000002,0.0
16.700731592,0.0
16.800731592,0.0
16.900731592000003,0.0
17.000731592,0.0
17.100731592,0.0
17.200731592,0.0
17.300731591999998,0.0
17.400731592,0.0
17.500731592,0.0
17.600731592,0.0
17.700731592,0.0
17.800731591999998,0.0
17.900731592,0.0
18.000731592,0.0
18.100731592,0.0
18.200731592,0.0
18.300731591999998,0.0
18.400731592,0.0
18.500731592,0.0
18.600731592,0.0
18.700731592,0.0
18.800731591999998,0.0
18.900731592,0.0
19.000731592,4.011366666501316
19.100731592,4.23211054126774
19.200731592,0.0
19.300731591999998,0.0
19.400731592,0.0
19.500731592,0.0
19.600731592,0.0
19.700731592,0.0
19.800731591999998,0.0
19.900731592,0.0
20.000731592,0.0
20.100731592,0.0
20.200731592,0.0
20.300731591999998,0.0
20.400731592,0.0
20.500731592,2.7721619825090946
20.600731592,0.0
20.700731592,0.0
20.800731591999998,0.0
20.900731592,0.0
21.0029039,0.0
21.01957056666667,0.0
21.036237233333335,0.0
21.0529039,0.0
21.069570566666666,0.0
21.086237233333335,0.0
21.1029039,0.0
21.119570566666667,0.0
21.136237233333336,0.0
21.152903900000002,0.0
21.169570566666668,0.0
21.186237233333333,0.0
21.202903900000003,0.0
21.21957056666667,0.0
21.236237233333334,0.0
21.2529039,0.0
21.26957056666667,0.0
21.286237233333335,0.0
21.3029039,0.0
21.319570566666666,0.0
21.336237233333335,0.0
21.3529039,0.0
21.369570566666667,0.0
21.386237233333336,0.0
21.400524659000002,10.083302596912317
21.500524659000003,10.0
21.600524659000005,0.0
21.700524659000003,0.0
21.800524659000004,0.0
21.900524659000002,0.0
22.000524659000003,0.0
22.100524659000005,0.0
22.200524659000003,0.0
22.300524659000004,0.0
22.400524659000002,0.0
22.500524659000003,0.0
22.600524659000005,0.0
22.700524659000003,0.0
22.800524659000004,0.0
22.900524659000002,11.44820171760164
23.000524659000003,11.308191012705176
23.100524659000005,0.0
23.200524659000003,0.0
23.300524659000004,0.0
23.400524659000002,0.0
23.500524659000003,0.0
23.600524659000005,3.01869920288441
23.700524659000003,0.0
23.800524659000004,0.0
23.900524659000002,0.0
24.000524659000003,0.0
24.100524659000005,0.0
24.200524659000003,8.121524024924186
24.300524659000004,7.236556501376125
24.400524659000002,0.0
24.50234718,0.0
24.535680513333332,0.0
24.569013846666667,0.0
24.60234718,0.0
24.635680513333334,0.0
