,values
6.010612509,0.0
6.110612509000001,0.0
6.210612509000001,0.0
6.310612509,0.0
6.410612509000001,0.0
6.510612509,0.0
6.610612509000001,0.0
6.710612509000001,0.0
6.810612509,0.0
6.910612509000001,16.01143688204064
7.010612509,15.703847681021534
7.110612509000001,0.0
7.210612509000001,0.0
7.310612509,0.0
7.410612509000001,5.1816595769414935
7.510612509,5.44775424133081
7.610612509000001,0.0
7.710612509000001,0.0
7.810612509,0.0
7.910612509000001,0.0
8.010612509000001,0.0
8.110612509000001,0.0
8.210612509,0.0
8.304645065,0.0
8.337978398333334,0.0
8.371311731666667,0.0
8.404645065,0.0
8.437978398333334,0.0
8.471311731666667,0.0
8.504645065,0.0
8.537978398333333,0.0
8.571311731666666,0.0
8.604645065,0.0
8.637978398333333,0.0
8.671311731666666,0.0
8.704645065,0.0
8.737978398333333,0.0
8.771311731666666,0.0
8.804645064999999,0.0
8.837978398333332,0.0
8.871311731666667,0.0
8.904645065,0.0
8.937978398333334,0.0
8.971311731666667,0.0
9.004645065,0.0
9.037978398333333,0.0
9.071311731666666,0.0
9.104645065,4.322525627907608
9.137978398333333,4.432718369016854
9.171311731666666,0.0
9.204645065,3.56250402852627
9.237978398333333,5.070420842307396
9.271311731666666,3.782305607608338
9.304645064999999,0.0
9.337978398333332,0.0
9.371311731666667,5.969614148770462
9.404645065,5.67693272745916
9.437978398333334,0.0
9.471311731666667,0.0
9.504645065,0.0
9.537978398333333,0.0
9.571311731666666,0.0
9.603671099,0.0
9.703671099,3.407931707225326
9.803671099,6.731241214799252
9.903671099,8.420203601416201
10.003671099,0.0
10.103671099,0.0
10.203671099,5.7938494868633095
10.303671099,5.263122623253307
10.403671099,0.0
10.503671099,0.0
10.603671099,0.0
10.703671099,0.0
10.803671099,0.0
10.903671099,0.0
11.003671099,0.0
11.103671099,0.0
11.203671099,0.0
11.303671099,0.0
11.403671099,0.0
11.503671099,0.0
11.603671099,0.0
11.703671099,2.9876181808585898
11.803671099,0.0
11.903671099,0.0
12.003671099,0.0
12.103671099,7.857879333141834
12.203671099,11.453456261649626
12.303671099,0.0
12.403671099,0.0
12.503671099,0.0
12.603671099000001,0.0
12.703671099000001,0.0
12.803671099000002,0.0
12.903671099000002,0.0
13.003671099000002,5.201370450441306
13.103671099000001,3.729155599850843
13.203671099000001,0.0
13.303671099000002,0.0
13.403671099000002,0.0
13.503671099000002,0.0
13.603671099000001,0.0
13.703671099000001,0.0
13.803671099000002,0.0
13.903671099000002,0.0
14.003671099000002,0.0
14.103671099000001,2.9352519125375514
14.203671099000001,0.0
14.303671099000002,0.0
14.403671099000002,0.0
14.503671099000002,0.0
14.603671099000001,0.0
14.703671099000001,0.0
14.803671099000002,0.0
14.903671099000002,0.0
15.003671099000002,0.0
15.103671099000001,0.0
15.203671099000001,0.0
15.303671099000002,3.572081820674189
15.403671099000002,0.0
15.503671099000002,0.0
15.603671099000001,0.0
15.703671099000001,0.0
15.803671099000002,0.0
15.903671099000002,0.0
16.003671099,0.0
16.103671099000003,0.0
16.203671099,0.0
16.303671099000002,0.0
16.403671099,0.0
16.503671099,0.0
16.603671099000003,0.0
16.703671099,0.0
16.803671099000002,0.0
16.903671099,0.0
17.003671099,0.0
17.103671099,0.0
17.203671099,0.0
17.303671099,0.0
17.403671099,0.0
17.503671098999998,0.0
17.603671099,0.0
17.703671099,0.0
17.803671099,0.0
17.903671099,0.0
18.003671098999998,0.0
18.103671099,0.0
18.203671099,0.0
18.303671099,0.0
18.403671099,0.0
18.503671098999998,0.0
18.603671099,0.0
18.703671099,0.0
18.803671099,0.0
18.903671099,0.0
19.003671098999998,4.69347234401392
19.103671099,4.544462481081147
19.203671099,0.0
19.303671099,0.0
19.403671099,0.0
19.503671098999998,0.0
19.603671099,0.0
19.703671099,0.0
19.803671099,0.0
19.903671099,0.0
20.003671098999998,0.0
20.103671099,0.0
20.203671099,0.0
20.303671099,0.0
20.403671099,0.0
20.503671098999998,0.0
20.603671099,0.0
20.703671099,0.0
20.803671099,0.0
20.903671099,7.956328256249107
21.002544484,0.0
21.019211150666667,0.0
21.035877817333336,0.0
21.052544484000002,0.0
21.069211150666668,0.0
21.085877817333333,0.0
21.102544484000003,0.0
21.11921115066667,0.0
21.135877817333334,0.0
21.152544484,0.0
21.16921115066667,0.0
21.185877817333335,0.0
21.202544484,0.0
21.21921115066667,0.0
21.235877817333336,0.0
21.252544484,0.0
21.269211150666667,0.0
21.285877817333336,0.0
21.302544484000002,0.0
21.319211150666668,0.0
21.335877817333333,0.0
21.352544484000003,0.0
21.36921115066667,0.0
21.385877817333334,0.0
21.400652744000002,10.323209474889085
21.500652744,10.0
21.600652744,0.0
21.700652744000003,0.0
21.800652744,0.0
21.900652744000002,0.0
22.000652744,0.0
22.100652744,3.865359566479717
22.200652744000003,0.0
22.300652744,0.0
22.400652744000002,0.0
22.500652744,4.445028875067943
22.600652744,13.661118846354626
22.700652744000003,11.500653773800996
22.800652744,3.6462662042820515
22.900652744000002,11.49478998609228
23.000652744,11.274046303044058
23.100652744,0.0
23.200652744000003,0.0
23.300652744,0.0
23.400652744000002,0.0
23.500652744,0.0
23.600652744,0.0
23.700652744000003,0.0
23.800652744,0.0
23.900652744000002,0.0
24.000652744,0.0
24.100652744,0.0
24.200652744000003,0.0
24.300652744,0.0
24.400652744000002,0.0
24.503005909983337,0.0
24.536339243316668,0.0
24.569672576650003,0.0
24.603005909983334,0.0
24.63633924331667,0.0
24.66967257665,0.0
24.703005909983336,0.0
24.736339243316667,0.0
24.769672576650002,0.0
24.803005909983334,0.0
24.83633924331667,0.0
24.86967257665,0.0
24.903005909983335,0.0
24.93633924331667,0.0
24.96967257665,3.5739203687554206
25.003005909983337,3.879071683541453
25.036339243316668,0.0
25.069672576650003,0.0
25.103005909983334,0.0
25.13633924331667,0.0
25.16967257665,0.0
25.203005909983336,0.0
25.236339243316667,0.0
25.269672576650002,0.0
25.303005909983334,0.0
25.33633924331667,0.0
25.36967257665,0.0
25.403005909983335,0.0
25.43633924331667,0.0
25.46967257665,0.0
25.503082257000003,0.0
25.836415590333335,0.0
26.169748923666667,0.0
26.503082257000003,0.0
26.836415590333335,0.0
27.169748923666667,0.0
27.503082257000003,0.0
27.836415590333335,0.0
28.000095687,0.0
28.033429020333337,0.0
28.066762353666668,0.0
28.100095687000003,0.0
28.133429020333335,0.0
28.16676235366667,0.0
28.200095687,0.0
28.233429020333336,0.0
28.266762353666667,0.0
28.300095687000002,0.0
28.333429020333334,0.0
28.36676235366667,0.0
28.400095687,0.0
28.433429020333335,0.0
28.46676235366667,0.0
28.500095687,0.0
28.533429020333337,0.0
28.566762353666668,0.0
28.600095687000003,0.0
28.633429020333335,0.0
28.66676235366667,0.0
28.700095687,0.0
28.733429020333336,0.0
28.766762353666667,2.6543553681642758
28.800095687000002,0.0
28.833429020333334,0.0
28.86676235366667,0.0
28.900095687,0.0
28.933429020333335,0.0
28.96676235366667,0.0
29.000095687,0.0
29.033429020333337,0.0
29.066762353666668,0.0
29.100095687000003,0.0
29.133429020333335,0.0
29.16676235366667,0.0
29.200095687,0.0
29.233429020333336,0.0
29.266762353666667,0.0
29.300095687000002,0.0
29.333429020333334,0.0
29.36676235366667,0.0
29.400095687,0.0
29.433429020333335,0.0
29.46676235366667,0.0
29.500095687,0.0
29.533429020333337,0.0
29.566762353666668,0.0
29.604891132,0.0
29.704891132,0.0
29.804891132,0.0
29.904891132,0.0
30.006031161000003,0.0
30.02269782766667,0.0
30.039364494333334,0.0
30.056031161000003,0.0
