,values
6.015185215000001,0.0
6.115185215,0.0
6.215185215000001,0.0
6.3151852150000005,0.0
6.415185215,0.0
6.515185215000001,0.0
6.615185215,0.0
6.715185215000001,0.0
6.8151852150000005,0.0
6.915185215,10.085038139764311
7.015185215000001,8.453197485839436
7.115185215,2.6324097669824593
7.215185215000001,0.0
7.3151852150000005,0.0
7.415185215,3.1720661780968267
7.515185215000001,3.8850248678850265
7.615185215,0.0
7.715185215000001,0.0
7.8151852150000005,0.0
7.915185215,0.0
8.015185215,0.0
8.115185215,0.0
8.215185215,0.0
8.305388117,0.0
8.338721450333333,0.0
8.372054783666666,0.0
8.405388117,0.0
8.438721450333334,0.0
8.472054783666668,0.0
8.505388117,0.0
8.538721450333334,0.0
8.572054783666667,0.0
8.605388117,0.0
8.638721450333334,0.0
8.672054783666669,0.0
8.705388117000002,0.0
8.738721450333335,0.0
8.772054783666668,0.0
8.805388117000001,0.0
8.838721450333335,0.0
8.872054783666668,0.0
8.905388117000001,0.0
8.938721450333334,0.0
8.972054783666668,0.0
9.005388117,0.0
9.038721450333334,0.0
9.072054783666667,0.0
9.105388117,0.0
9.138721450333334,0.0
9.172054783666669,0.0
9.205388117000002,2.229973687110086
9.238721450333335,7.948589656764877
9.272054783666668,7.711147522779027
9.305388117000001,2.1153380059461715
9.338721450333335,0.0
9.372054783666668,4.391014295463515
9.405388117000001,5.035695750639919
9.438721450333334,2.0850518098844715
9.472054783666668,0.0
9.505388117,0.0
9.538721450333334,0.0
9.572054783666667,0.0
9.604959652,0.0
9.704959652000001,0.0
9.804959652,3.7450095636083045
9.904959652,8.810884853196185
10.004959652,0.0
10.104959652,0.0
10.204959652000001,4.451969948003459
10.304959652,5.132071475983025
10.404959652,0.0
10.504959652,0.0
10.604959652,2.353632899124168
10.704959652000001,0.0
10.804959652,0.0
10.904959652,0.0
11.004959652,3.388631606763541
11.104959652,2.1124790583567368
11.204959652000001,0.0
11.304959652,0.0
11.404959652,4.679264999369307
11.504959652,0.0
11.604959652,0.0
11.704959652000001,0.0
11.804959652,0.0
11.904959652,2.6355028513228964
12.004959652,0.0
12.104959652,0.0
12.204959652000001,2.085061599459325
12.304959652,0.0
12.404959652,0.0
12.504959652,0.0
12.604959652,0.0
12.704959652000001,0.0
12.804959652,0.0
12.904959652,0.0
13.004959652,6.742453471490461
13.104959652,7.978352884015434
13.204959652000001,0.0
13.304959652,0.0
13.404959652,0.0
13.504959652,0.0
13.604959652,0.0
13.704959652000001,0.0
13.804959652,0.0
13.904959652,0.0
14.004959652,0.0
14.104959652,0.0
14.204959652000001,0.0
14.304959652,0.0
14.404959652,0.0
14.504959652,0.0
14.604959652,0.0
14.704959652000001,0.0
14.804959652,0.0
14.904959652,0.0
15.004959652,0.0
15.104959652,0.0
15.204959652000001,0.0
15.304959652,5.015637818515706
15.404959652,0.0
15.504959652,0.0
15.604959652,0.0
15.704959652000001,0.0
15.804959652,0.0
15.904959652,0.0
16.004959652,0.0
16.104959652,0.0
16.204959652,0.0
16.304959652,0.0
16.404959652,0.0
16.504959652,0.0
16.604959652,0.0
16.704959652,0.0
16.804959652,0.0
16.904959652,0.0
17.004959652,0.0
17.104959652,0.0
17.204959652000003,0.0
17.304959652,0.0
17.404959652000002,0.0
17.504959652000004,0.0
17.604959652,0.0
17.704959652000003,0.0
17.804959652,0.0
17.904959652000002,0.0
18.004959652000004,0.0
18.104959652,0.0
18.204959652000003,0.0
18.304959652,0.0
18.404959652000002,0.0
18.504959652000004,0.0
18.604959652,0.0
18.704959652000003,0.0
18.804959652,0.0
18.904959652000002,0.0
19.004959652000004,2.1889973598574923
19.104959652,2.1294388455650006
19.204959652000003,0.0
19.304959652,2.32164401625883
19.404959652000002,0.0
19.504959652000004,0.0
19.604959652,0.0
19.704959652000003,0.0
19.804959652,0.0
19.904959652000002,0.0
20.004959652000004,0.0
20.104959652,4.118828473698964
20.204959652000003,3.6748478623982823
20.304959652,0.0
20.404959652000002,0.0
20.504959652000004,0.0
20.604959652,0.0
20.704959652000003,0.0
20.804959652,0.0
20.904959652000002,0.0
21.004383077,0.0
21.021049743666666,0.0
21.037716410333335,0.0
21.054383077,0.0
21.071049743666666,0.0
21.087716410333332,0.0
21.104383077,0.0
21.121049743666667,0.0
