,values
6.010931731,0.0
6.110931731,0.0
6.2109317310000005,0.0
6.310931731,0.0
6.410931731000001,0.0
6.510931731,0.0
6.610931731,0.0
6.7109317310000005,0.0
6.810931731,0.0
6.910931731000001,9.570150822392774
7.010931731,8.371067320515293
7.110931731,0.0
7.2109317310000005,0.0
7.310931731,0.0
7.410931731000001,0.0
7.510931731,4.485892178683238
7.610931731,0.0
7.7109317310000005,0.0
7.810931731,0.0
7.910931731000001,0.0
8.010931731000001,0.0
8.110931731,0.0
8.210931731,0.0
8.302959092,0.0
8.336292425333333,0.0
8.369625758666666,0.0
8.402959092,0.0
8.436292425333333,0.0
8.469625758666668,0.0
8.502959092000001,0.0
8.536292425333334,0.0
8.569625758666668,0.0
8.602959092,0.0
8.636292425333334,0.0
8.669625758666667,0.0
8.702959092000002,0.0
8.736292425333335,0.0
8.769625758666669,0.0
8.802959092000002,0.0
8.836292425333335,0.0
8.869625758666668,0.0
8.902959092000001,0.0
8.936292425333335,0.0
8.969625758666668,0.0
9.002959092000001,0.0
9.036292425333334,0.0
9.069625758666668,0.0
9.102959092,0.0
9.136292425333334,0.0
9.169625758666667,0.0
9.202959092000002,0.0
9.236292425333335,6.0793857858722875
9.269625758666669,5.8699262725091295
9.302959092000002,0.0
9.336292425333335,0.0
9.369625758666668,6.012221392060856
9.402959092000001,5.763185334837541
9.436292425333335,0.0
9.469625758666668,0.0
9.502959092000001,0.0
9.536292425333334,0.0
9.569625758666668,0.0
9.600608728000001,0.0
9.700608728,0.0
9.800608728000002,0.0
9.900608728000002,7.7458889276014045
10.000608728000001,0.0
10.100608728000001,0.0
10.200608728,5.843233126245017
10.300608728000002,6.147136460666054
10.400608728000002,0.0
10.500608728000001,0.0
10.600608728000001,0.0
10.700608728,0.0
10.800608728000002,0.0
10.900608728000002,8.947640331003324
11.000608728000001,0.0
11.100608728000001,3.4908793703947465
11.200608728,0.0
11.300608728000002,0.0
11.400608728000002,0.0
11.500608728000001,0.0
11.600608728000001,0.0
11.700608728,0.0
11.800608728000002,0.0
11.900608728000002,4.469781279715205
12.000608728000001,0.0
12.100608728000001,0.0
12.200608728,6.174620701722219
12.300608728000002,0.0
12.400608728000002,0.0
12.500608728000001,0.0
12.600608728000001,0.0
12.700608728,0.0
12.800608728000002,0.0
12.900608728000002,0.0
13.000608728000001,10.241783038277342
13.100608728000001,11.172290283506566
13.200608728,0.0
13.300608728000002,0.0
13.400608728000002,0.0
13.500608728000001,0.0
13.600608728000001,0.0
13.700608728,0.0
13.800608728000002,0.0
13.900608728000002,4.601758261993266
14.000608728000001,0.0
14.100608728000001,0.0
14.200608728,6.147175334766834
14.300608728000002,0.0
14.400608728000002,0.0
14.500608728000001,0.0
14.600608728000001,0.0
14.700608728,0.0
14.800608728000002,0.0
14.900608728000002,0.0
15.000608728000001,0.0
15.100608728000001,0.0
15.200608728,0.0
15.300608728000002,4.721548033359931
15.400608728000002,0.0
15.500608728000001,0.0
15.600608728000001,0.0
15.700608728,0.0
15.800608728000002,0.0
15.900608728000002,0.0
16.000608728,0.0
16.100608728,0.0
16.200608728000002,0.0
16.300608728,0.0
16.400608728,0.0
16.500608728,0.0
16.600608728,0.0
16.700608728000002,0.0
16.800608728,0.0
16.900608728,0.0
17.000608728,0.0
17.100608728,0.0
17.200608728000002,0.0
17.300608728,0.0
17.400608728,0.0
17.500608728,0.0
17.600608728,0.0
17.700608728000002,0.0
17.800608728,0.0
17.900608728,0.0
18.000608728,0.0
18.100608728,0.0
18.200608728000002,0.0
18.300608728,0.0
18.400608728,0.0
18.500608728,0.0
18.600608728,0.0
18.700608728000002,0.0
18.800608728,0.0
18.900608728,0.0
19.000608728,0.0
19.100608728,0.0
19.200608728000002,0.0
19.300608728,0.0
19.400608728,0.0
19.500608728,0.0
19.600608728,0.0
19.700608728000002,0.0
19.800608728,0.0
19.900608728,0.0
20.000608728,0.0
20.100608728,0.0
20.200608728000002,0.0
20.300608728,0.0
20.400608728,0.0
20.500608728,0.0
20.600608728,0.0
20.700608728000002,0.0
20.800608728,0.0
20.900608728,6.549442018490008
21.004963105,3.6722075695296477
21.021629771666667,0.0
21.038296438333337,0.0
21.054963105000002,0.0
21.071629771666668,0.0
21.088296438333334,0.0
21.104963105000003,3.6395590783768568
21.12162977166667,3.497558120381047
21.138296438333334,0.0
21.154963105,0.0
21.17162977166667,0.0
21.188296438333335,4.209519890084749
21.204963105,4.336032685099986
21.221629771666667,3.503838864756869
21.238296438333336,0.0
21.254963105,0.0
21.271629771666667,0.0
21.288296438333337,0.0
21.304963105000002,0.0
21.321629771666668,0.0
21.338296438333334,0.0
21.354963105000003,3.8401293894224113
21.37162977166667,3.8261568563260817
21.388296438333334,0.0
21.400936732,10.315604462522174
21.500936732000003,10.0
21.600936732,0.0
21.700936732000002,0.0
21.800936732000004,0.0
21.900936732,0.0
22.000936732000003,0.0
22.100936732,0.0
22.200936732000002,0.0
22.300936732000004,0.0
22.400936732,0.0
22.500936732000003,0.0
22.600936732,0.0
22.700936732000002,0.0
22.800936732000004,0.0
22.900936732,10.834020249909265
23.000936732000003,10.535446323493783
23.100936732,0.0
23.200936732000002,0.0
23.300936732000004,0.0
23.400936732,0.0
23.500936732000003,0.0
23.600936732,6.002404305688985
23.700936732000002,0.0
23.800936732000004,0.0
23.900936732,0.0
24.000936732000003,0.0
24.100936732,0.0
24.200936732000002,0.0
24.300936732000004,0.0
24.400936732,0.0
24.503412192,0.0
24.536745525333334,0.0
24.570078858666665,0.0
24.603412192,0.0
24.636745525333332,0.0
24.670078858666667,0.0
24.703412192,0.0
24.736745525333333,0.0
24.77007885866667,0.0
24.803412192,0.0
24.836745525333335,0.0
24.870078858666666,0.0
24.903412192,0.0
24.936745525333333,8.624310159222627
24.970078858666668,9.706897413206779
25.003412192,7.9654073414168085
25.036745525333334,0.0
25.070078858666665,0.0
25.103412192,6.5030158991625475
25.136745525333332,12.670077019700358
25.170078858666667,13.254900873961931
25.203412192,9.969219809074385
25.236745525333333,3.482502949157355
25.27007885866667,0.0
25.303412192,0.0
25.336745525333335,0.0
25.370078858666666,0.0
25.403412192,0.0
25.436745525333333,0.0
25.470078858666668,0.0
25.505962912983332,0.0
25.839296246316668,0.0
26.17262957965,0.0
26.505962912983332,0.0
26.839296246316668,0.0
27.17262957965,0.0
27.505962912983332,0.0
27.839296246316668,0.0
28.005861504000002,0.0
28.039194837333337,0.0
28.07252817066667,0.0
28.105861504000003,0.0
28.139194837333335,0.0
28.17252817066667,0.0
28.205861504,0.0
28.239194837333336,0.0
28.272528170666668,0.0
28.305861504000003,0.0
28.339194837333334,4.406685698538883
28.37252817066667,8.897844493477557
28.405861504000004,8.606533843967327
28.439194837333336,4.122997129707555
28.47252817066667,0.0
28.505861504000002,0.0
28.539194837333337,0.0
28.57252817066667,0.0
28.605861504000003,0.0
28.639194837333335,0.0
28.67252817066667,0.0
28.705861504,0.0
28.739194837333336,0.0
28.772528170666668,4.299586888698144
28.805861504000003,0.0
28.839194837333334,0.0
28.87252817066667,0.0
28.905861504000004,0.0
28.939194837333336,0.0
28.97252817066667,0.0
29.005861504000002,0.0
29.039194837333337,0.0
29.07252817066667,0.0
29.105861504000003,0.0
29.139194837333335,0.0
29.17252817066667,0.0
29.205861504,0.0
29.239194837333336,0.0
29.272528170666668,0.0
29.305861504000003,0.0
29.339194837333334,0.0
29.37252817066667,0.0
29.405861504000004,0.0
29.439194837333336,0.0
29.47252817066667,0.0
29.505861504000002,0.0
29.539194837333337,0.0
29.57252817066667,0.0
29.604939390000002,9.77416673885282
29.70493939,0.0
29.80493939,0.0
29.90493939,0.0
30.004645945,0.0
30.021312611666666,0.0
30.037979278333335,0.0
30.054645945,0.0
30.071312611666666,0.0
30.087979278333332,0.0
30.104645945,0.0
30.121312611666667,0.0
30.137979278333333,4.852345132638597
30.154645945000002,6.865748894947991
30.171312611666668,8.274849788629338
30.187979278333334,8.197782190532253
30.204645945,6.448160579321002
30.22131261166667,3.579347719500849
30.237979278333334,0.0
30.254645945,0.0
30.271312611666666,4.31030801347391
30.287979278333335,4.919495548278303
30.304645945,4.717612363093624
30.321312611666666,0.0
30.337979278333332,0.0
30.354645945,0.0
30.371312611666667,0.0
30.387979278333333,0.0
30.404645945000002,0.0
30.421312611666668,0.0
30.437979278333334,0.0
30.454645945,0.0
30.47131261166667,0.0
30.487979278333334,0.0
30.504645945,0.0
30.521312611666666,0.0
30.537979278333335,4.639002674660214
30.554645945,5.82687162027527
30.571312611666666,7.173052045417889
30.587979278333332,7.328126440947417
30.604645945,6.878982149546654
30.621312611666667,5.456995977064873
30.637979278333333,4.249944323374081
30.654645945000002,3.611974279980235
30.671312611666668,0.0
30.687979278333334,0.0
30.704645945,0.0
30.72131261166667,0.0
30.737979278333334,0.0
30.754645945,0.0
30.771312611666666,0.0
30.787979278333335,0.0
30.804645945,0.0
30.821312611666666,0.0
30.837979278333332,0.0
30.854645945,0.0
30.871312611666667,0.0
30.887979278333333,0.0
30.904645945000002,0.0
30.921312611666668,3.7142573959562193
30.937979278333334,4.640189752843663
30.954645945,4.550096571673916
30.97131261166667,0.0
30.987979278333334,0.0
31.004645945,0.0
31.021312611666666,0.0
31.037979278333335,0.0
31.054645945,0.0
31.071312611666666,0.0
31.087979278333332,0.0
31.104645945,0.0
31.121312611666667,0.0
31.137979278333333,0.0
31.154645945000002,0.0
31.171312611666668,0.0
31.187979278333334,0.0
31.204645945,0.0
31.22131261166667,0.0
31.237979278333334,0.0
31.254645945,0.0
31.271312611666666,0.0
31.287979278333335,0.0
31.304645945,0.0
31.321312611666666,0.0
31.337979278333332,0.0
31.354645945,0.0
31.371312611666667,0.0
31.387979278333333,0.0
31.404645945000002,0.0
31.421312611666668,0.0
31.437979278333334,0.0
31.454645945,0.0
31.47131261166667,0.0
31.487979278333334,0.0
31.502280859000003,0.0
31.602280859000004,0.0
31.702280859000002,0.0
31.802280859000003,0.0
31.902280859000005,0.0
32.003412192000006,0.0
32.336745525333335,0.0
32.67007885866667,0.0
33.003412192000006,0.0
