





6.003433,4.412e+6,
6.009167,4.348e+6,
6.015133,4.405e+6,
6.021117,4.507e+6,
6.027100,4.470e+6,
6.032817,4.354e+6,
6.038800,4.261e+6,
6.044783,4.160e+6,
6.050500,4.099e+6,
6.056483,4.124e+6,
6.062467,4.299e+6,
6.068183,4.294e+6,
6.074167,4.219e+6,
6.080133,3.996e+6,
6.086117,4.043e+6,
6.091833,4.036e+6,
6.097817,4.115e+6,
6.103800,4.045e+6,
6.109517,3.988e+6,
6.115500,4.020e+6,
6.121483,4.054e+6,
6.127200,4.128e+6,
6.133183,4.192e+6,
6.139167,4.454e+6,
6.145150,4.676e+6,
6.150867,4.901e+6,
6.156850,5.092e+6,
6.162817,5.411e+6,
6.168550,5.560e+6,
6.174517,5.399e+6,
6.180500,4.950e+6,
6.186217,4.506e+6,
6.192200,4.118e+6,
6.198183,3.957e+6,
6.204167,3.849e+6,
6.209883,3.835e+6,
6.215867,3.918e+6,
6.221850,3.923e+6,
6.227567,3.901e+6,
6.233550,3.770e+6,
6.239517,3.715e+6,
6.245250,3.722e+6,
6.251217,3.643e+6,
6.257200,3.649e+6,
6.263183,3.641e+6,
6.268900,3.655e+6,
6.274883,3.567e+6,
6.280867,3.523e+6,
6.286583,3.528e+6,
6.292567,3.591e+6,
6.298550,3.593e+6,
6.304267,3.523e+6,
6.310250,3.517e+6,
6.316217,3.546e+6,
6.322200,3.623e+6,
6.327917,3.615e+6,
6.333900,3.660e+6,
6.339883,3.638e+6,
6.345600,3.637e+6,
6.351583,3.613e+6,
6.357567,3.552e+6,
6.363550,3.496e+6,
6.369267,3.461e+6,
6.375250,3.521e+6,
6.381217,3.500e+6,
6.386950,3.470e+6,
6.392917,3.530e+6,
6.398900,3.650e+6,
6.404617,3.658e+6,
6.410600,3.642e+6,
6.416583,3.603e+6,
6.422567,3.614e+6,
6.428283,3.538e+6,
6.434267,3.445e+6,
6.440250,3.419e+6,
6.445967,3.388e+6,
6.451950,3.319e+6,
6.457917,3.256e+6,
6.463650,3.144e+6,
6.469617,3.279e+6,
6.475600,3.321e+6,
6.481583,3.381e+6,
6.487300,3.284e+6,
6.493283,3.228e+6,
6.499267,3.238e+6,
6.504983,3.287e+6,
6.510967,3.349e+6,
6.516950,3.358e+6,
6.522667,3.269e+6,
6.528650,3.170e+6,
6.534617,3.154e+6,
6.540600,3.300e+6,
6.546317,3.253e+6,
6.552300,3.219e+6,
6.558283,3.118e+6,
6.564000,3.171e+6,
6.569983,3.193e+6,
6.575967,3.132e+6,
6.581683,3.108e+6,
6.587667,3.030e+6,
6.593650,3.006e+6,
6.599617,3.074e+6,
6.605350,3.164e+6,
6.611317,3.208e+6,
6.617300,3.208e+6,
6.623017,3.188e+6,
6.629000,3.174e+6,
6.634983,3.152e+6,
6.640700,3.117e+6,
6.646683,3.169e+6,
6.652667,3.168e+6,
6.658650,3.359e+6,
6.664367,3.516e+6,
6.670350,3.720e+6,
6.676333,3.877e+6,
6.682050,3.940e+6,
6.688033,4.072e+6,
6.694000,4.359e+6,
6.699733,4.958e+6,
6.705700,6.015e+6,
6.711683,7.139e+6,
6.717667,8.309e+6,
6.723383,8.861e+6,
6.729367,8.742e+6,
6.735350,7.854e+6,
6.741067,6.697e+6,
6.747050,5.427e+6,
6.753033,4.548e+6,
6.758750,3.967e+6,
6.764733,3.861e+6,
6.770700,3.744e+6,
6.776683,3.832e+6,
6.782400,3.829e+6,
6.788383,3.912e+6,
6.794367,3.752e+6,
6.800083,3.745e+6,
6.806067,3.660e+6,
6.812050,3.543e+6,
6.817767,3.321e+6,
6.823750,3.158e+6,
6.829733,3.144e+6,
6.835700,3.278e+6,
6.841433,3.789e+6,
6.847400,5.009e+6,
6.853383,7.211e+6,
6.859100,1.072e+7,
6.865083,1.499e+7,
6.871067,1.989e+7,
6.876783,2.405e+7,
6.882767,2.613e+7,
6.888750,2.486e+7,
6.894733,2.074e+7,
6.900450,1.571e+7,
6.906433,1.111e+7,
6.912400,7.829e+6,
6.918133,5.543e+6,
6.924100,4.289e+6,
6.930083,3.690e+6,
6.936067,3.515e+6,
6.941783,3.719e+6,
6.947767,3.920e+6,
6.953750,4.562e+6,
6.959467,5.505e+6,
6.965450,6.842e+6,
6.971433,8.024e+6,
6.977150,9.310e+6,
6.983133,9.894e+6,
6.989100,9.968e+6,
6.995083,9.123e+6,
7.000800,7.945e+6,
7.006783,6.815e+6,
7.012767,5.666e+6,
7.018483,4.910e+6,
7.024467,4.219e+6,
7.030450,3.687e+6,
7.036167,3.398e+6,
7.042150,3.263e+6,
7.048133,3.302e+6,
7.054100,3.194e+6,
7.059833,3.124e+6,
7.065800,3.049e+6,
7.071783,3.091e+6,
7.077500,3.069e+6,
7.083483,3.172e+6,
7.089467,3.232e+6,
7.095450,3.276e+6,
7.101167,3.270e+6,
7.107150,3.208e+6,
7.113133,3.352e+6,
7.118850,3.736e+6,
7.124833,4.713e+6,
7.130800,6.178e+6,
7.136533,8.100e+6,
7.142500,1.059e+7,
7.148483,1.294e+7,
7.154467,1.450e+7,
7.160183,1.464e+7,
7.166167,1.330e+7,
7.172150,1.101e+7,
7.177867,8.494e+6,
7.183850,6.542e+6,
7.189833,5.203e+6,
7.195550,4.350e+6,
7.201533,3.801e+6,
7.207517,3.618e+6,
7.213483,3.472e+6,
7.219217,3.333e+6,
7.225183,3.190e+6,
7.231167,3.148e+6,
7.236883,3.114e+6,
7.242867,3.158e+6,
7.248850,3.123e+6,
7.254833,3.144e+6,
7.260550,3.161e+6,
7.266533,3.147e+6,
7.272517,3.152e+6,
7.278233,3.116e+6,
7.284217,3.045e+6,
7.290183,2.933e+6,
7.295917,2.826e+6,
7.301883,2.868e+6,
7.307867,2.872e+6,
7.313850,2.878e+6,
7.319567,2.835e+6,
7.325550,2.872e+6,
7.331533,2.926e+6,
7.337250,3.016e+6,
7.343233,2.995e+6,
7.349217,3.061e+6,
7.354933,2.942e+6,
7.360917,3.025e+6,
7.366883,2.984e+6,
7.372867,3.114e+6,
7.378583,3.108e+6,
7.384567,3.025e+6,
7.390550,3.039e+6,
7.396267,3.090e+6,
7.402250,3.271e+6,
7.408233,3.534e+6,
7.414217,4.036e+6,
7.419933,4.885e+6,
7.425917,6.232e+6,
7.431883,8.333e+6,
7.437617,1.050e+7,
7.443583,1.212e+7,
7.449567,1.258e+7,
7.455550,1.195e+7,
7.461267,1.039e+7,
7.467250,8.386e+6,
7.473233,6.502e+6,
7.478950,5.189e+6,
7.484933,4.166e+6,
7.490917,3.613e+6,
7.496633,3.235e+6,
7.502617,3.215e+6,
7.508583,3.190e+6,
7.514567,3.163e+6,
7.520283,3.096e+6,
7.526267,3.066e+6,
7.532250,3.077e+6,
7.537967,3.059e+6,
7.543950,3.048e+6,
7.549933,3.075e+6,
7.555650,3.125e+6,
7.561633,3.111e+6,
7.567617,3.091e+6,
7.573583,3.047e+6,
7.579317,3.068e+6,
7.585283,3.124e+6,
7.591267,3.124e+6,
7.596983,3.118e+6,
7.602967,3.109e+6,
7.608950,3.136e+6,
7.614667,3.097e+6,
7.620650,3.063e+6,
7.626633,3.040e+6,
7.632617,3.117e+6,
7.638333,3.041e+6,
7.644317,3.005e+6,
